beta,observation_percentage,noise_mode,noise_rate,trials,accuracy,mean_true_goal_rank,std_true_goal_rank,mean_true_goal_probability,std_true_goal_probability,mean_noisy_observation_length,mean_dropped_actions,mean_corrupted_actions,mean_inserted_actions,accuracy_ci95_low,accuracy_ci95_high,accuracy_ci95_half_width
0.5,0.25,missing,0.2,50,0.26,2.52,1.129204162592543,0.165,0.1196295301746016,2.84,1.62,0.0,0.0,0.13841679063291676,0.38158320936708323,0.12158320936708324
1.0,0.25,missing,0.2,50,0.26,2.52,1.129204162592543,0.165,0.1196295301746016,2.84,1.62,0.0,0.0,0.13841679063291676,0.38158320936708323,0.12158320936708324
2.0,0.25,missing,0.2,50,0.26,2.52,1.129204162592543,0.165,0.1196295301746016,2.84,1.62,0.0,0.0,0.13841679063291676,0.38158320936708323,0.12158320936708324
5.0,0.25,missing,0.2,50,0.26,2.52,1.129204162592543,0.165,0.1196295301746016,2.84,1.62,0.0,0.0,0.13841679063291676,0.38158320936708323,0.12158320936708324
10.0,0.25,missing,0.2,50,0.26,2.52,1.129204162592543,0.165,0.1196295301746016,2.84,1.62,0.0,0.0,0.13841679063291676,0.38158320936708323,0.12158320936708324
0.1,0.25,missing,0.3,50,0.26,2.52,1.129204162592543,0.185,0.110771874423363,1.56,2.9,0.0,0.0,0.13841679063291676,0.38158320936708323,0.12158320936708324
0.25,0.25,missing,0.3,50,0.26,2.52,1.129204162592543,0.185,0.110771874423363,1.56,2.9,0.0,0.0,0.13841679063291676,0.38158320936708323,0.12158320936708324
0.5,0.25,missing,0.3,50,0.26,2.52,1.129204162592543,0.185,0.110771874423363,1.56,2.9,0.0,0.0,0.13841679063291676,0.38158320936708323,0.12158320936708324
1.0,0.25,missing,0.3,50,0.26,2.52,1.129204162592543,0.185,0.110771874423363,1.56,2.9,0.0,0.0,0.13841679063291676,0.38158320936708323,0.12158320936708324
2.0,0.25,missing,0.3,50,0.26,2.52,1.129204162592543,0.185,0.110771874423363,1.56,2.9,0.0,0.0,0.13841679063291676,0.38158320936708323,0.12158320936708324
5.0,0.25,missing,0.3,50,0.26,2.52,1.129204162592543,0.185,0.110771874423363,1.56,2.9,0.0,0.0,0.13841679063291676,0.38158320936708323,0.12158320936708324
10.0,0.25,missing,0.3,50,0.26,2.52,1.129204162592543,0.185,0.110771874423363,1.56,2.9,0.0,0.0,0.13841679063291676,0.38158320936708323,0.12158320936708324
0.1,0.25,mixed,0.1,50,0.24,2.52,1.1109841197270618,0.16500624349376025,0.11970734894012153,3.34,1.74,0.38,0.62,0.12161859605495463,0.35838140394504536,0.11838140394504537
0.25,0.25,mixed,0.1,50,0.24,2.52,1.1109841197270618,0.1650388092058027,0.12011537718572501,3.34,1.74,0.38,0.62,0.12161859605495463,0.35838140394504536,0.11838140394504537
0.5,0.25,mixed,0.1,50,0.24,2.52,1.1109841197270618,0.16515224600285908,0.12156414076891026,3.34,1.74,0.38,0.62,0.12161859605495463,0.35838140394504536,0.11838140394504537
1.0,0.25,mixed,0.1,50,0.24,2.52,1.1109841197270618,0.16556399105994474,0.12716084568876612,3.34,1.74,0.38,0.62,0.12161859605495463,0.35838140394504536,0.11838140394504537
2.0,0.25,mixed,0.1,50,0.24,2.52,1.1109841197270618,0.16669599418138392,0.14483081106892956,3.34,1.74,0.38,0.62,0.12161859605495463,0.35838140394504536,0.11838140394504537
5.0,0.25,mixed,0.1,50,0.24,2.52,1.1109841197270618,0.16821618407902805,0.1723043868326443,3.34,1.74,0.38,0.62,0.12161859605495463,0.35838140394504536,0.11838140394504537
10.0,0.25,mixed,0.1,50,0.24,2.52,1.1109841197270618,0.16833252634559648,0.17453443526541754,3.34,1.74,0.38,0.62,0.12161859605495463,0.35838140394504536,0.11838140394504537
0.1,0.25,mixed,0.2,50,0.28,2.42,1.14446315727827,0.1758966696408278,0.11650191652559831,3.14,2.14,0.9,0.82,0.15554385832752168,0.40445614167247834,0.12445614167247833
0.25,0.25,mixed,0.2,50,0.28,2.42,1.14446315727827,0.17732045532347868,0.11842655832586647,3.14,2.14,0.9,0.82,0.15554385832752168,0.40445614167247834,0.12445614167247833
0.5,0.25,mixed,0.2,50,0.28,2.42,1.14446315727827,0.17988419140498071,0.12376055553277615,3.14,2.14,0.9,0.82,0.15554385832752168,0.40445614167247834,0.12445614167247833
1.0,0.25,mixed,0.2,50,0.28,2.42,1.14446315727827,0.18551712136620466,0.14195404355894212,3.14,2.14,0.9,0.82,0.15554385832752168,0.40445614167247834,0.12445614167247833
2.0,0.25,mixed,0.2,50,0.28,2.42,1.14446315727827,0.1965242810639544,0.1927616382005468,3.14,2.14,0.9,0.82,0.15554385832752168,0.40445614167247834,0.12445614167247833
5.0,0.25,mixed,0.2,50,0.28,2.42,1.14446315727827,0.20907537759049624,0.2620368433110716,3.14,2.14,0.9,0.82,0.15554385832752168,0.40445614167247834,0.12445614167247833
10.0,0.25,mixed,0.2,50,0.28,2.42,1.14446315727827,0.2099936448753999,0.26735161190676515,3.14,2.14,0.9,0.82,0.15554385832752168,0.40445614167247834,0.12445614167247833
0.1,0.25,mixed,0.3,50,0.28,2.52,1.1471348514219846,0.16987814783078484,0.11787366905257463,3.32,2.46,0.66,1.32,0.15554385832752168,0.40445614167247834,0.12445614167247833
0.25,0.25,mixed,0.3,50,0.28,2.52,1.1471348514219846,0.16970731558816288,0.11853239430505166,3.32,2.46,0.66,1.32,0.15554385832752168,0.40445614167247834,0.12445614167247833
